Price,Adj Close,Close,High,Low,Open,Volume,return_daily,SMA_20
Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,,
Date,,,,,,,,
2021-03-29,153.7864990234375,153.7864990234375,154.5625,151.42250061035156,152.77200317382812,54920000,0.007765307334585803,153.1869010925293
2021-03-30,152.76449584960938,152.76449584960938,153.64999389648438,151.6999969482422,153.50050354003906,46752000,-0.006645597502498379,153.08880081176758
2021-03-31,154.70399475097656,154.70399475097656,155.9665069580078,153.125,153.2030029296875,61878000,0.01269600564306872,153.3115005493164
2021-04-01,158.0500030517578,158.0500030517578,158.1219940185547,155.77749633789062,155.89700317382812,58806000,0.02162845443110406,153.77007598876952
2021-04-05,161.3365020751953,161.3365020751953,161.79800415039062,158.06199645996094,158.64999389648438,66698000,0.02079404593469847,154.33575134277345
2021-04-06,161.1909942626953,161.1909942626953,162.36549377441406,160.8520050048828,161.1875,50756000,-0.0009018902147276409,155.01542587280272
2021-04-07,163.96949768066406,163.96949768066406,165.1804962158203,161.1824951171875,161.69000244140625,66924000,0.01723733655641202,155.5567756652832
2021-04-08,164.96499633789062,164.96499633789062,166.22500610351562,164.60000610351562,165.5449981689453,56242000,0.006071242952548017,156.16092529296876
2021-04-09,168.61000061035156,168.61000061035156,168.61000061035156,164.44500732421875,165.23500061035156,86830000,0.02209562242522667,156.80745010375978
2021-04-12,168.96949768066406,168.96949768066406,169.7519989013672,167.5574951171875,167.760498046875,65636000,0.0021321218730274705,157.53219985961914
2021-04-13,170.0,170.0,171.60000610351562,169.781494140625,170.04249572753906,66316000,0.006098747605224553,158.3279998779297
2021-04-14,166.64999389648438,166.64999389648438,170.2064971923828,166.3000030517578,170.20199584960938,62904000,-0.01970591825597423,158.93084945678712
2021-04-15,168.95449829101562,168.95449829101562,169.85000610351562,167.60000610351562,168.5500030517578,64672000,0.013828409714570444,159.53924942016602
2021-04-16,169.9720001220703,169.9720001220703,170.33999633789062,167.7794952392578,169.0,63720000,0.006022342354579324,160.4678741455078
2021-04-19,168.60049438476562,168.60049438476562,171.79649353027344,168.00799560546875,169.51649475097656,54508000,-0.00806900981526193,161.21049880981445
2021-04-20,166.7344970703125,166.7344970703125,169.14950561523438,165.8000030517578,168.67999267578125,52460000,-0.011067567276491497,161.77004852294922
2021-04-21,168.1009979248047,168.1009979248047,168.14300537109375,165.1905059814453,165.8000030517578,44224000,0.008195669633476843,162.33134841918945
2021-04-22,165.45199584960938,165.45199584960938,168.64349365234375,165.07249450683594,168.58399963378906,51612000,-0.015758395892332966,162.8862731933594
2021-04-23,167.04400634765625,167.04400634765625,168.75,165.4250030517578,165.9550018310547,63856000,0.00962218974677076,163.62282333374023
2021-04-26,170.4499969482422,170.4499969482422,171.42250061035156,166.5469970703125,167.39999389648438,97614000,0.020389780364207244,164.51524810791017
2021-04-27,170.8715057373047,170.8715057373047,173.0,169.90049743652344,172.17349243164062,76542000,0.0024729175512423485,165.3694984436035
2021-04-28,172.9250030517578,172.9250030517578,174.49400329589844,171.25,171.74000549316406,92638000,0.012017786731569835,166.37752380371094
2021-04-29,173.5655059814453,173.5655059814453,175.72250366210938,171.75,175.2550048828125,153648000,0.0037039347600635875,167.3205993652344
2021-04-30,173.37100219726562,173.37100219726562,177.6999969482422,173.125,176.25599670410156,140186000,-0.001120636171800582,168.08664932250977
2021-05-03,169.32449340820312,169.32449340820312,174.33250427246094,168.63499450683594,174.2364959716797,117510000,-0.023340170719312603,168.48604888916014
2021-05-04,165.593505859375,165.593505859375,168.3990020751953,163.60650634765625,167.8094940185547,108788000,-0.022034541333801894,168.70617446899413
2021-05-05,163.52699279785156,163.52699279785156,167.73500061035156,163.21800231933594,166.9429931640625,74226000,-0.012479432999494278,168.6840492248535
2021-05-06,165.31849670410156,165.31849670410156,165.72000122070312,162.36000061035156,163.5,88954000,0.010955401769447537,168.70172424316405
2021-05-07,164.58050537109375,164.58050537109375,166.54449462890625,164.45350646972656,165.95449829101562,94206000,-0.0044640578502762596,168.50024948120117
2021-05-10,159.52450561523438,159.52450561523438,164.14999389648438,159.5,164.11599731445312,116772000,-0.03072052637375966,168.0279998779297
2021-05-11,161.19549560546875,161.19549560546875,161.89999389648438,156.36849975585938,156.81399536132812,92396000,0.010474816917876772,167.58777465820313
2021-05-12,157.5970001220703,157.5970001220703,160.39700317382812,156.65499877929688,159.25,98728000,-0.022323796765424953,167.13512496948243
2021-05-13,158.07350158691406,158.07350158691406,160.19200134277344,156.64999389648438,159.27349853515625,67018000,0.0030235440044839024,166.59107513427733
2021-05-14,161.14500427246094,161.14500427246094,161.4429931640625,159.14999389648438,159.2779998779297,66500000,0.019430851184491837,166.14972534179688
2021-05-17,163.51950073242188,163.51950073242188,164.6374969482422,161.72950744628906,162.29649353027344,74478000,0.0147351540352203,165.8956756591797
2021-05-18,161.61399841308594,161.61399841308594,165.60000610351562,161.51849365234375,164.62899780273438,56568000,-0.011653058569779051,165.63965072631837
2021-05-19,161.58999633789062,161.58999633789062,161.7375030517578,159.1999969482422,159.75,53594000,-0.000148514828115065,165.31410064697266
2021-05-20,162.38400268554688,162.38400268554688,162.98399353027344,161.8090057373047,162.22000122070312,52664000,0.004913709794237331,165.16070098876952
2021-05-21,160.1540069580078,160.1540069580078,162.83450317382812,159.85049438476562,162.5,82098000,-0.013732853548741542,164.81620101928712
2021-05-24,162.24949645996094,162.24949645996094,162.8975067138672,160.52499389648438,160.77499389648438,48456000,0.013084215261017773,164.40617599487305
2021-05-25,162.95249938964844,162.95249938964844,163.99099731445312,160.68800354003906,163.33349609375,65222000,0.004332851226203749,164.01022567749024
2021-05-26,163.25799560546875,163.25799560546875,164.7864990234375,162.92550659179688,163.72950744628906,47680000,0.0018747562447005706,163.5268753051758
2021-05-27,161.5054931640625,161.5054931640625,163.01800537109375,161.5019989013672,162.8000030517578,51224000,-0.010734558114025683,162.92387466430665
2021-05-28,161.15350341796875,161.15350341796875,162.39950561523438,160.98500061035156,162.10000610351562,46596000,-0.0021794289420000723,162.3129997253418
2021-06-01,160.9324951171875,160.9324951171875,162.5489959716797,160.4530029296875,162.1750030517578,48600000,-0.0013714148069622345,161.893399810791
2021-06-02,161.69949340820312,161.69949340820312,161.75,160.39999389648438,161.15499877929688,40290000,0.004765962837133042,161.6986991882324
2021-06-03,159.35049438476562,159.35049438476562,160.7220001220703,159.20150756835938,160.2115020751953,47966000,-0.014526941142032901,161.48987426757813
2021-06-04,160.31100463867188,160.31100463867188,161.0500030517578,159.9405059814453,160.60000610351562,44994000,0.006027657821926935,161.23949966430663
2021-06-07,159.90049743652344,159.90049743652344,160.39999389648438,158.61000061035156,159.8665008544922,44316000,-0.0025606925929613222,161.00549926757813
2021-06-08,163.20550537109375,163.20550537109375,163.97650146484375,160.90049743652344,161.1304931640625,68334000,0.020669153552085318,161.1895492553711
2021-06-09,164.0574951171875,164.0574951171875,164.87899780273438,163.53500366210938,163.64349365234375,49110000,0.005220349302289318,161.33264923095703
2021-06-10,167.4824981689453,167.4824981689453,167.5500030517578,164.0574951171875,164.10049438476562,69530000,0.02087684594544914,161.8269241333008
2021-06-11,167.3415069580078,167.3415069580078,168.32899475097656,166.67250061035156,167.4824981689453,56348000,-0.0008418265339896758,162.29032440185546
2021-06-14,169.19349670410156,169.19349670410156,169.25,166.77499389648438,167.3415069580078,51394000,0.011067127216432215,162.6927490234375
2021-06-15,169.156494140625,169.156494140625,169.84950256347656,168.15550231933594,169.1999969482422,48524000,-0.0002186996793457352,162.97459869384767
2021-06-16,170.7624969482422,170.7624969482422,171.3175048828125,168.02650451660156,169.60000610351562,84056000,0.0094941835711142,163.43202362060546
2021-06-17,174.46200561523438,174.46200561523438,174.86000061035156,170.0500030517578,170.15899658203125,102730000,0.02166464377780497,164.07562408447265
2021-06-18,174.34500122070312,174.34500122070312,175.35000610351562,173.6855010986328,173.99949645996094,104954000,-0.0006706583139327593,164.67367401123047
2021-06-21,172.697998046875,172.697998046875,174.10000610351562,171.6999969482422,173.8209991455078,65542000,-0.009446804682075038,165.30087356567384
2021-06-22,175.27200317382812,175.27200317382812,176.18899536132812,172.80450439453125,172.9029998779297,66902000,0.01490466106187549,165.95199890136718
2021-06-23,175.1909942626953,175.1909942626953,176.0500030517578,174.16000366210938,175.25,56266000,-0.0004621896804161141,166.56392364501954
2021-06-24,172.45399475097656,172.45399475097656,176.2429962158203,171.54249572753906,175.3820037841797,76640000,-0.015622946391951387,167.02372360229492
2021-06-25,170.072998046875,170.072998046875,173.24099731445312,169.70899963378906,173.1999969482422,78820000,-0.013806561613952328,167.45209884643555
2021-06-28,172.1945037841797,172.1945037841797,172.39999389648438,170.67550659179688,170.8000030517578,44856000,0.012474089136242261,168.0041488647461
2021-06-29,172.40699768066406,172.40699768066406,172.80149841308594,171.15150451660156,171.9409942626953,41968000,0.0012340341405479016,168.57787399291993
2021-06-30,172.00799560546875,172.00799560546875,173.5800018310547,171.75,172.05299377441406,48080000,-0.0023143032508132766,169.0932991027832
2021-07-01,171.64849853515625,171.64849853515625,172.85000610351562,170.4709930419922,171.73049926757812,40742000,-0.0020900020900020966,169.70819931030275
2021-07-02,175.5489959716797,175.5489959716797,175.58599853515625,171.8459930419922,172.58200073242188,63388000,0.022723749230608936,170.47009887695313
2021-07-06,183.78700256347656,183.78700256347656,184.2740020751953,176.4499969482422,176.5054931640625,134896000,0.04692710742205475,171.66442413330077
2021-07-07,184.82899475097656,184.82899475097656,186.7100067138672,183.94549560546875,185.86900329589844,106562000,0.005669564076709488,172.74559860229493
2021-07-08,186.57049560546875,186.57049560546875,187.99949645996094,181.05599975585938,182.17799377441406,103612000,0.009422227593882448,173.871248626709
2021-07-09,185.9669952392578,185.9669952392578,187.39999389648438,184.6699981689453,186.12600708007812,74964000,-0.003234704202571881,174.79547348022462
2021-07-12,185.92750549316406,185.92750549316406,187.864501953125,184.83949279785156,187.1999969482422,51432000,-0.00021234814297532711,175.72477340698242
2021-07-13,183.8679962158203,183.8679962158203,188.6540069580078,183.5659942626953,185.10499572753906,76918000,-0.011076947823728367,176.45849838256837
2021-07-14,184.08399963378906,184.08399963378906,185.88299560546875,183.04150390625,185.4425048828125,65932000,0.0011747744165069296,177.20487365722656
2021-07-15,181.55999755859375,181.55999755859375,184.77000427246094,181.04600524902344,184.7100067138672,63706000,-0.013711143174944485,177.74474868774413
2021-07-16,178.68150329589844,178.68150329589844,182.30299377441406,178.5229949951172,181.66549682617188,80874000,-0.01585423166667732,177.95572357177736
2021-07-19,177.47950744628906,177.47950744628906,177.510498046875,174.95799255371094,176.62899780273438,75692000,-0.006727030092302577,178.11244888305663
2021-07-20,178.6595001220703,178.6595001220703,179.60000610351562,175.89999389648438,178.36599731445312,65114000,0.0066486136498793424,178.4105239868164
2021-07-21,179.25999450683594,179.25999450683594,179.32249450683594,177.1820068359375,178.81900024414062,46380000,0.003361110852517335,178.60992355346679
2021-07-22,181.90150451660156,181.90150451660156,182.00100708007812,179.11349487304688,179.3614959716797,65308000,0.014735635895966048,178.9454490661621
2021-07-23,182.83200073242188,182.83200073242188,183.3054962158203,181.1020050048828,182.0,48726000,0.005115384934792466,179.46434936523437
2021-07-26,184.99099731445312,184.99099731445312,185.60400390625,182.3625030517578,183.6584930419922,58002000,0.01180863619816197,180.2102493286133
2021-07-27,181.3195037841797,181.3195037841797,184.9250030517578,179.3074951171875,184.9250030517578,82638000,-0.019846876786293155,180.66649932861327
2021-07-28,181.51600646972656,181.51600646972656,182.92100524902344,180.0500030517578,181.68899536132812,59988000,0.0010837371680696428,181.1219497680664
2021-07-29,179.99600219726562,179.99600219726562,181.8975067138672,179.00050354003906,181.3874969482422,110400000,-0.008373940689987869,181.52135009765624
2021-07-30,166.37950134277344,166.37950134277344,168.40699768066406,165.3489990234375,167.3975067138672,199312000,-0.07564890713277761,181.2579002380371
2021-08-02,166.57400512695312,166.57400512695312,167.9459991455078,165.85000610351562,167.65499877929688,67078000,0.0011690369463182027,180.80915069580078
2021-08-03,168.31199645996094,168.31199645996094,169.5500030517578,164.98849487304688,167.03599548339844,83146000,0.01043374884144277,180.035400390625
2021-08-04,167.73599243164062,167.73599243164062,169.44400024414062,167.2779998779297,168.96749877929688,43678000,-0.0034222398904129037,179.1807502746582
2021-08-05,168.79949951171875,168.79949951171875,169.4499969482422,167.04600524902344,167.81100463867188,48670000,0.006340362999381677,178.2922004699707
2021-08-06,167.2469940185547,167.2469940185547,168.75,166.45199584960938,168.75,52752000,-0.009197334693852421,177.35620040893554
2021-08-09,167.093505859375,167.093505859375,167.74400329589844,166.42599487304688,167.1804962158203,42964000,-0.0009177334401756498,176.41450042724608
2021-08-10,166.03399658203125,166.03399658203125,167.89999389648438,165.75,167.25050354003906,48252000,-0.006340816609805455,175.52280044555664
2021-08-11,164.60549926757812,164.60549926757812,166.88499450683594,163.88949584960938,166.57249450683594,58944000,-0.008603643493863333,174.5488754272461
2021-08-12,165.1750030517578,165.1750030517578,165.72549438476562,163.48350524902344,164.5,46282000,0.003459810192938395,173.7296257019043
2021-08-13,164.69850158691406,164.69850158691406,165.30349731445312,164.14999389648438,165.2834930419922,41134000,-0.0028848279463596915,173.03047561645508
2021-08-16,164.94949340820312,164.94949340820312,165.0,160.55650329589844,164.14999389648438,66394000,0.0015239472057770875,172.4039749145508
2021-08-17,162.09800720214844,162.09800720214844,164.02450561523438,161.28399658203125,163.875,67758000,-0.01728702615047184,171.57590026855468
2021-08-18,160.06100463867188,160.06100463867188,162.7050018310547,160.0,162.09950256347656,56086000,-0.012566487390164305,170.61595077514647
2021-08-19,159.3874969482422,159.3874969482422,161.64999389648438,159.1230010986328,159.7010040283203,75658000,-0.0042078187123096855,169.49025039672853
2021-08-20,159.99749755859375,159.99749755859375,160.3905029296875,158.78799438476562,160.19349670410156,67168000,0.003827154714335368,168.3485252380371
2021-08-23,163.2935028076172,163.2935028076172,164.0449981689453,160.50050354003906,160.59500122070312,65362000,0.02060035500127988,167.2636505126953
2021-08-24,165.28900146484375,165.28900146484375,165.77450561523438,163.72900390625,164.0,51036000,0.012220318769066596,166.4621253967285
2021-08-25,164.95899963378906,164.95899963378906,166.0500030517578,164.3074951171875,165.49349975585938,33606000,-0.0019965141547840792,165.63427505493163
2021-08-26,165.8000030517578,165.8000030517578,166.60000610351562,164.8000030517578,164.9499969482422,41976000,0.005098257262930783,164.92447509765626
2021-08-27,167.48150634765625,167.48150634765625,167.61599731445312,165.6875,166.6614990234375,48048000,0.01014175672465778,164.97957534790038
2021-08-30,171.07850646972656,171.07850646972656,172.25,167.76100158691406,167.8715057373047,63844000,0.021476998866989616,165.20480041503907
2021-08-31,173.5395050048828,173.5395050048828,173.62899780273438,169.7794952392578,171.24000549316406,87128000,0.01438520002272603,165.46617584228517
2021-09-01,173.9499969482422,173.9499969482422,176.35000610351562,173.76199340820312,174.82000732421875,72598000,0.0023654092095504176,165.77687606811523
2021-09-02,173.156005859375,173.156005859375,175.59800720214844,172.75,174.73800659179688,58474000,-0.004564478889317991,165.99470138549805
2021-09-03,173.90249633789062,173.90249633789062,174.1334991455078,171.82200622558594,172.60000610351562,51514000,0.004311086264728647,166.32747650146484
2021-09-07,175.46449279785156,175.46449279785156,176.4044952392578,173.8470001220703,173.89999389648438,54758000,0.008982024369138308,166.74602584838868
2021-09-08,176.27499389648438,176.27499389648438,177.281494140625,174.7834930419922,175.58250427246094,61068000,0.004619174430729789,167.25807571411133
2021-09-09,174.20799255371094,174.20799255371094,177.49949645996094,174.01849365234375,176.30099487304688,54384000,-0.011726004336084506,167.73820037841796
2021-09-10,173.45750427246094,173.45750427246094,175.42250061035156,173.14549255371094,175.0915069580078,47946000,-0.004308001431212238,168.15232543945314
2021-09-13,172.85850524902344,172.85850524902344,174.8979949951172,171.89999389648438,174.13999938964844,51380000,-0.0034532897607970625,168.5603256225586
2021-09-14,172.5,172.5,174.3404998779297,171.885498046875,173.77749633789062,38738000,-0.002073980962099431,168.93785095214844
2021-09-15,173.7895050048828,173.7895050048828,174.27099609375,170.10049438476562,172.12600708007812,59150000,0.007475391332653958,169.52242584228514
2021-09-16,174.41200256347656,174.41200256347656,174.62750244140625,172.3070068359375,172.9980010986328,51672000,0.0035819053548502566,170.2399757385254
2021-09-17,173.12600708007812,173.12600708007812,174.87049865722656,172.60650634765625,174.42050170898438,92332000,-0.007373319866162298,170.9269012451172
2021-09-20,167.7864990234375,167.7864990234375,170.9499969482422,165.25050354003906,169.8000030517578,93382000,-0.03084174438431353,171.31635131835938
2021-09-21,167.18150329589844,167.18150329589844,168.98500061035156,166.6195068359375,168.75,55618000,-0.0036057473697842513,171.51075134277343
2021-09-22,169.00250244140625,169.00250244140625,169.4499969482422,167.05250549316406,167.5500030517578,48228000,0.01089234819407503,171.69642639160156
2021-09-23,170.8000030517578,170.8000030517578,171.447998046875,169.00250244140625,169.00250244140625,47588000,0.01063594079605279,171.9884765625
2021-09-24,171.2760009765625,171.2760009765625,171.46299743652344,169.6699981689453,170.10049438476562,42324000,0.0027868730462519142,172.26227645874025
2021-09-27,170.2899932861328,170.2899932861328,170.77850341796875,166.98049926757812,168.5749969482422,72690000,-0.005756835077931344,172.40270080566407
2021-09-28,165.79800415039062,165.79800415039062,168.45950317382812,164.5050048828125,167.885498046875,88616000,-0.0263784679831095,172.13867568969727
2021-09-29,165.05599975585938,165.05599975585938,167.56500244140625,164.89349365234375,166.10549926757812,51246000,-0.004475351789266391,171.7145004272461
2021-09-30,164.2519989013672,164.2519989013672,166.3925018310547,163.69949340820312,165.8000030517578,56848000,-0.0048710792439015105,171.22960052490234
2021-10-01,164.16299438476562,164.16299438476562,165.45849609375,162.7969970703125,164.45050048828125,56712000,-0.0005418778291703674,170.7799499511719
2021-10-04,159.48899841308594,159.48899841308594,163.99949645996094,158.8125,163.96949768066406,90462000,-0.028471678341373097,170.05927505493165
2021-10-05,161.0500030517578,161.0500030517578,163.0364990234375,160.1230010986328,160.22500610351562,65384000,0.00978753803838428,169.33855056762695
2021-10-06,163.10049438476562,163.10049438476562,163.2169952392578,159.93099975585938,160.67649841308594,50660000,0.012732016728672857,168.67982559204103
2021-10-07,165.1215057373047,165.1215057373047,166.28750610351562,164.1529998779297,164.57699584960938,48182000,0.012391203105561077,168.2255012512207
2021-10-08,164.43099975585938,164.43099975585938,166.07150268554688,164.41000366210938,165.85000610351562,39964000,-0.004181805261295635,167.77417602539063
2021-10-11,162.31500244140625,162.31500244140625,164.62950134277344,161.90499877929688,163.75,40684000,-0.01286860335091844,167.24700088500975
2021-10-12,162.3665008544922,162.3665008544922,163.37649536132812,161.81399536132812,162.85000610351562,36392000,0.0003172745113595443,166.74032592773438
2021-10-13,164.21400451660156,164.21400451660156,164.41900634765625,163.05450439453125,163.48550415039062,48402000,0.011378601203982708,166.2615509033203
2021-10-14,164.9929962158203,164.9929962158203,165.6300048828125,164.53900146484375,165.12249755859375,42190000,0.004743759227551214,165.7906005859375
2021-10-15,170.4510040283203,170.4510040283203,170.52099609375,165.1999969482422,165.5709991455078,103598000,0.03308023939004423,165.6568504333496
2021-10-18,172.33700561523438,172.33700561523438,172.45849609375,169.2550048828125,169.41799926757812,63482000,0.011064772529006062,165.88437576293944
2021-10-19,172.20750427246094,172.20750427246094,172.7344970703125,171.10000610351562,171.71449279785156,47722000,-0.0007514424560826072,166.13567581176758
2021-10-20,170.7530059814453,170.7530059814453,173.14300537109375,170.01849365234375,172.63299560546875,42796000,-0.008446195751808605,166.22320098876952
2021-10-21,171.75050354003906,171.75050354003906,172.01400756835938,170.14999389648438,170.71249389648438,37628000,0.005841756945129006,166.2707260131836
2021-10-22,166.77749633789062,166.77749633789062,171.49200439453125,166.56500244140625,171.0500030517578,62782000,-0.028954833317208384,166.04580078125
2021-10-25,166.01849365234375,166.01849365234375,167.38999938964844,164.88499450683594,166.75,44520000,-0.004550989805058192,165.83222579956055
2021-10-26,168.80349731445312,168.80349731445312,170.80599975585938,167.19900512695312,167.47549438476562,53966000,0.01677526160393561,165.98250045776368
2021-10-27,169.62449645996094,169.62449645996094,171.85000610351562,168.57249450683594,169.39999389648438,54044000,0.004863638245470758,166.21092529296874
2021-10-28,172.32850646972656,172.32850646972656,173.9499969482422,169.3000030517578,170.10499572753906,114174000,0.01594115275917063,166.61475067138673
2021-10-29,168.6215057373047,168.6215057373047,168.74099731445312,163.66600036621094,165.00100708007812,129722000,-0.021511245053778105,166.83767623901366
2021-11-01,165.90550231933594,165.90550231933594,168.79299926757812,164.6009979248047,168.08999633789062,72178000,-0.01610709978002456,167.15850143432618
2021-11-02,165.6374969482422,165.6374969482422,166.55599975585938,164.17750549316406,165.75050354003906,52552000,-0.0016154097805501921,167.38787612915038
2021-11-03,169.1999969482422,169.1999969482422,169.74600219726562,164.87600708007812,165.4499969482422,67944000,0.021507811127532195,167.6928512573242
2021-11-04,173.85000610351562,173.85000610351562,174.93150329589844,168.25,168.5,107060000,0.02748232410840923,168.12927627563477
2021-11-05,175.94949340820312,175.94949340820312,178.3125,173.8489990234375,173.85000610351562,99940000,0.01207642928374364,168.70520095825196
2021-11-08,174.44900512695312,174.44900512695312,178.9499969482422,174.39300537109375,176.16200256347656,61480000,-0.008527948857282919,169.3119010925293
2021-11-09,178.81149291992188,178.81149291992188,179.68850708007812,175.07150268554688,175.7624969482422,85898000,0.025007238016599764,170.13415069580077
2021-11-10,174.1024932861328,174.1024932861328,180.2725067138672,173.1544952392578,178.19349670410156,80548000,-0.026334994227121156,170.62857513427736
2021-11-11,173.625,173.625,177.16200256347656,173.37350463867188,175.64999389648438,45288000,-0.0027425987825921982,171.06017532348633
2021-11-12,176.25750732421875,176.25750732421875,177.0364990234375,172.3524932861328,174.25,53788000,0.015162029225161966,171.35050048828126
2021-11-15,177.28399658203125,177.28399658203125,179.69400024414062,176.29049682617188,176.85000610351562,58594000,0.0058238044631160335,171.59785003662108
2021-11-16,177.03500366210938,177.03500366210938,178.8249969482422,176.25750732421875,176.9499969482422,44342000,-0.001404486161877938,171.8392250061035
2021-11-17,177.4499969482422,177.4499969482422,179.3625030517578,177.2675018310547,178.23599243164062,51206000,0.0023441312596286235,172.17407455444337
2021-11-18,184.80299377441406,184.80299377441406,185.2100067138672,178.0500030517578,178.3175048828125,114070000,0.04143700734081479,172.82669906616212
2021-11-19,183.82850646972656,183.82850646972656,188.1074981689453,183.78599548339844,185.63450622558594,98734000,-0.005273114275827329,173.67924957275392
2021-11-22,178.6284942626953,178.6284942626953,185.67300415039062,178.375,183.81900024414062,96844000,-0.02828730052206352,174.30974960327148
2021-11-23,179.0019989013672,179.0019989013672,181.05250549316406,176.385498046875,179.2519989013672,73804000,0.0020909577736383245,174.81967468261718
